"product_id","category","product","client","operation_date","operation_day","operation_hour","week_of_month","day_of_week","sale_count","subtotal"
107,Pan Molde,Pan Molde Blanco,Dulce Miga,"2023-07-19","10","10","3",Miercoles,6.0,54640
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-19","10","10","3",Miercoles,1.0,3880
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","10","10","3",Miercoles,1.0,3880
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","10","10","3",Miercoles,4.0,3880
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","10","10","3",Miercoles,1.0,1150
106,Facturas,Facturas-Medialunas,Dulce Miga,"2023-07-19","10","10","3",Miercoles,84.0,54640
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","10","10","3",Miercoles,2.0,408
232,Unknow,Sand de miga de JyQ ind,Dulce Miga,"2023-07-19","10","10","3",Miercoles,10.0,54640
249,Unknow,Budin Frutos Secos,Local,"2023-07-19","10","10","3",Miercoles,1.0,3880
238,Pan Sandwich,Sand de pebete,Dulce Miga,"2023-07-19","10","10","3",Miercoles,15.0,54640
280,Cookies,Cookies de Naranja 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,3.0,54640
108,Pan Molde,Pan Molde Integral,Dulce Miga,"2023-07-19","10","10","3",Miercoles,6.0,54640
156,Alfajores,Alfajorcitos Maicena 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,6.0,54640
125,Cookies,Cookies de Limon 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,3.0,54640
131,Pepas,Pepas de Membrillo 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,3.0,54640
127,Cookies,Cookies de Coco 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,3.0,54640
123,Cookies,Cookies Marmolado 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,3.0,54640
141,Cookies,Coquitos 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,2.0,54640
139,Cookies,Palmeritas 200gr,Dulce Miga,"2023-07-19","10","10","3",Miercoles,6.0,54640
175,Pastas,Spaguettis de Huevo 200gr,Local,"2023-07-19","11","11","3",Miercoles,1.0,0
127,Cookies,Cookies de Coco 200gr,Local,"2023-07-19","11","11","3",Miercoles,1.0,0
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-19","11","11","3",Miercoles,1.0,1410
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-19","11","11","3",Miercoles,3.0,0
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-19","11","11","3",Miercoles,1.0,1410
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","11","11","3",Miercoles,3.0,2460
228,Unknow,Pan de campo,Local,"2023-07-19","11","11","3",Miercoles,1.0,2460
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-19","11","11","3",Miercoles,1.0,2460
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-19","11","11","3",Miercoles,1.0,1580
264,Postres,Postre Individual,Local,"2023-07-19","11","11","3",Miercoles,1.0,1580
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","11","11","3",Miercoles,4.0,960
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-19","11","11","3",Miercoles,1.0,0
193,Unknow,Productos libre de gluten,Local,"2023-07-19","12","12","3",Miercoles,1.0,1929
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","12","12","3",Miercoles,4.0,1780
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-19","12","12","3",Miercoles,1.0,1780
157,Alfajores,Alfajor de Maicena,Local,"2023-07-19","12","12","3",Miercoles,1.0,1780
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","12","12","3",Miercoles,2.0,4400
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-19","12","12","3",Miercoles,2.0,4400
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-19","12","12","3",Miercoles,1.0,1026
163,Cuadrados,Cuadrados Coco con Dulce Leche,Local,"2023-07-19","12","12","3",Miercoles,1.0,1026
155,Budines,Budin de Coco,Local,"2023-07-19","12","12","3",Miercoles,1.0,1929
114,Pizzetas,Pizzetas x2,Local,"2023-07-19","12","12","3",Miercoles,2.0,808
274,Unknow,Sorrentinos de verdura,Local,"2023-07-19","12","12","3",Miercoles,1.0,2280
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-19","12","12","3",Miercoles,3.0,4150
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","12","12","3",Miercoles,1.0,4150
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-19","12","12","3",Miercoles,1.0,4150
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","13","13","3",Miercoles,1.0,4769
190,Pastas,Sorrentinos calabaza/remolacha masa espinaca,Local,"2023-07-19","13","13","3",Miercoles,1.0,4769
114,Pizzetas,Pizzetas x2,Local,"2023-07-19","13","13","3",Miercoles,2.0,4769
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","13","13","3",Miercoles,1.0,4769
193,Unknow,Productos libre de gluten,Local,"2023-07-19","13","13","3",Miercoles,1.0,4769
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","18","18","3",Miercoles,8.0,2451
193,Unknow,Productos libre de gluten,Local,"2023-07-19","18","18","3",Miercoles,1.0,2451
111,Pan Sandwich,Pan Hamburguesa x 2,Angry Owl,"2023-07-19","18","18","3",Miercoles,10.0,12560
201,Pan Sandwich,Pan de lomo x2,Angry Owl,"2023-07-19","18","18","3",Miercoles,20.0,12560
108,Pan Molde,Pan Molde Integral,Canela Y Miel,"2023-07-19","18","18","3",Miercoles,6.0,25248
107,Pan Molde,Pan Molde Blanco,Canela Y Miel,"2023-07-19","18","18","3",Miercoles,6.0,25248
141,Cookies,Coquitos 200gr,Canela Y Miel,"2023-07-19","18","18","3",Miercoles,15.0,25248
156,Alfajores,Alfajorcitos Maicena 200gr,Canela Y Miel,"2023-07-19","18","18","3",Miercoles,7.0,25248
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","18","18","3",Miercoles,12.0,4674
193,Unknow,Productos libre de gluten,Local,"2023-07-19","18","18","3",Miercoles,1.0,4674
147,Budines,Budines de Limon,Local,"2023-07-19","19","19","3",Miercoles,1.0,2318
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","19","19","3",Miercoles,6.0,2318
125,Cookies,Cookies de Limon 200gr,Local,"2023-07-19","19","19","3",Miercoles,1.0,1729
129,Cookies,Cookies de Chocolate 200gr,Local,"2023-07-19","19","19","3",Miercoles,1.0,1729
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","19","19","3",Miercoles,1.0,1729
112,Pan Sandwich,Pan de Pancho x 2,Local,"2023-07-19","19","19","3",Miercoles,1.0,8919
108,Pan Molde,Pan Molde Integral,Local,"2023-07-19","19","19","3",Miercoles,1.0,8919
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-07-19","19","19","3",Miercoles,1.0,8919
160,Alfajores,Alfajor Dulce Leche Cordobes,Local,"2023-07-19","19","19","3",Miercoles,2.0,8919
184,Pastas,Fetuchinis de Espinacas 400gr,Local,"2023-07-19","19","19","3",Miercoles,1.0,8919
274,Unknow,Sorrentinos de verdura,Local,"2023-07-19","19","19","3",Miercoles,2.0,8919
264,Postres,Postre Individual,Local,"2023-07-19","19","19","3",Miercoles,1.0,3090
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-07-19","19","19","3",Miercoles,2.0,3090
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","19","19","3",Miercoles,4.0,3090
156,Alfajores,Alfajorcitos Maicena 200gr,Local,"2023-07-19","19","19","3",Miercoles,1.0,4410
201,Pan Sandwich,Pan de lomo x2,Local,"2023-07-19","19","19","3",Miercoles,4.0,4410
146,Budines,Budines Marmolados,Local,"2023-07-19","19","19","3",Miercoles,1.0,4410
116,Criollos,Criollos 100gr,Local,"2023-07-19","19","19","3",Miercoles,2.0,4410
158,Alfajores,Alfajor Chocolate Negro,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
193,Unknow,Productos libre de gluten,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
228,Unknow,Pan de campo,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
264,Postres,Postre Individual,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
189,Pastas,Sorrentinos Jamon/Muzza,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
190,Pastas,Sorrentinos calabaza/remolacha masa espinaca,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
106,Facturas,Facturas-Medialunas,Local,"2023-07-19","20","20","3",Miercoles,5.0,11934
202,Alfajores,Alfajor de Chocolate Blanco,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
137,Cookies,Scones 200gr,Local,"2023-07-19","20","20","3",Miercoles,2.0,11934
125,Cookies,Cookies de Limon 200gr,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
127,Cookies,Cookies de Coco 200gr,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
168,Cuadrados,Cuadrados Mil Hojas,Local,"2023-07-19","20","20","3",Miercoles,1.0,11934
151,Budines,Budin de Manzana,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,4.0,54088
154,Budines,Budin de Zanahoria,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,4.0,54088
277,Unknow,Pizzeta de muzza,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,3.0,54088
278,Unknow,Pizzeta de muzza y jamón,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,3.0,54088
274,Unknow,Sorrentinos de verdura,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,3.0,54088
189,Pastas,Sorrentinos Jamon/Muzza,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,6.0,54088
131,Pepas,Pepas de Membrillo 200gr,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,6.0,54088
139,Cookies,Palmeritas 200gr,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,8.0,54088
110,Pan Sandwich,Pan Chip x 250gr,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,14.0,54088
108,Pan Molde,Pan Molde Integral,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,3.0,54088
107,Pan Molde,Pan Molde Blanco,Dulce Membrillo,"2023-07-19","20","20","3",Miercoles,6.0,54088
250,Unknow,pan lomo x1,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,3.0,26790
108,Pan Molde,Pan Molde Integral,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,3.0,26790
107,Pan Molde,Pan Molde Blanco,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,4.0,26790
177,Pastas,Spaguettis de Espinacas 200gr,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,2.0,26790
175,Pastas,Spaguettis de Huevo 200gr,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,2.0,26790
189,Pastas,Sorrentinos Jamon/Muzza,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,4.0,26790
226,Pastas,Ñoquis x 400hrs,TODO + Q´ SUELTO,"2023-07-19","21","21","3",Miercoles,3.0,26790
127,Cookies,Cookies de Coco 200gr,Dulce Miga,"2023-07-19","21","21","3",Miercoles,2.0,22480
131,Pepas,Pepas de Membrillo 200gr,Dulce Miga,"2023-07-19","21","21","3",Miercoles,6.0,22480
141,Cookies,Coquitos 200gr,Dulce Miga,"2023-07-19","21","21","3",Miercoles,3.0,22480
123,Cookies,Cookies Marmolado 200gr,Dulce Miga,"2023-07-19","21","21","3",Miercoles,3.0,22480
139,Cookies,Palmeritas 200gr,Dulce Miga,"2023-07-19","21","21","3",Miercoles,6.0,22480
106,Facturas,Facturas-Medialunas,Dulce Miga,"2023-07-19","21","21","3",Miercoles,49.0,22480
106,Facturas,Facturas-Medialunas,Local,"2023-07-20","09","09","3",Jueves,4.0,720
106,Facturas,Facturas-Medialunas,Local,"2023-07-20","10","10","3",Jueves,6.0,1368
129,Cookies,Cookies de Chocolate 200gr,Local,"2023-07-20","10","10","3",Jueves,1.0,5216
193,Unknow,Productos libre de gluten,Local,"2023-07-20","10","10","3",Jueves,1.0,5216
226,Pastas,Ñoquis x 400hrs,Local,"2023-07-20","10","10","3",Jueves,2.0,5216
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-20","10","10","3",Jueves,1.0,5216
158,Alfajores,Alfajor Chocolate Negro,Local,"2023-07-20","10","10","3",Jueves,1.0,5444
111,Pan Sandwich,Pan Hamburguesa x 2,Local,"2023-07-20","10","10","3",Jueves,1.0,5444
114,Pizzetas,Pizzetas x2,Local,"2023-07-20","10","10","3",Jueves,2.0,5444
261,Unknow,Factura (Promo),Local,"2023-07-20","10","10","3",Jueves,12.0,5444
193,Unknow,Productos libre de gluten,Local,"2023-07-20","10","10","3",Jueves,1.0,5444
176,Pastas,Spaguettis de Huevo 400gr,Local,"2023-07-20","11","11","3",Jueves,1.0,3116
123,Cookies,Cookies Marmolado 200gr,Local,"2023-07-20","11","11","3",Jueves,1.0,3116
261,Unknow,Factura (Promo),Local,"2023-07-20","11","11","3",Jueves,2.0,3116
281,Panaderia,Frances,Local,"2023-07-20","11","11","3",Jueves,1.0,3116
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-20","11","11","3",Jueves,1.0,998
261,Unknow,Factura (Promo),Local,"2023-07-20","11","11","3",Jueves,2.0,998
157,Alfajores,Alfajor de Maicena,Local,"2023-07-20","11","11","3",Jueves,1.0,1242
202,Alfajores,Alfajor de Chocolate Blanco,Local,"2023-07-20","11","11","3",Jueves,1.0,1242
158,Alfajores,Alfajor Chocolate Negro,Local,"2023-07-20","11","11","3",Jueves,1.0,1242
281,Panaderia,Frances,Local,"2023-07-20","12","12","3",Jueves,1.0,2480
249,Unknow,Budin Frutos Secos,Local,"2023-07-20","12","12","3",Jueves,1.0,2480
147,Budines,Budines de Limon,Local,"2023-07-20","12","12","3",Jueves,1.0,2480
112,Pan Sandwich,Pan de Pancho x 2,Local,"2023-07-20","12","12","3",Jueves,3.0,2223
266,Unknow,Jugos 330cc,Local,"2023-07-20","12","12","3",Jueves,1.0,2223
264,Postres,Postre Individual,Local,"2023-07-20","12","12","3",Jueves,1.0,2309
261,Unknow,Factura (Promo),Local,"2023-07-20","12","12","3",Jueves,6.0,2309
281,Panaderia,Frances,Local,"2023-07-20","12","12","3",Jueves,1.0,2309
281,Panaderia,Frances,Local,"2023-07-20","13","13","3",Jueves,1.0,1406
111,Pan Sandwich,Pan Hamburguesa x 2,Local,"2023-07-20","13","13","3",Jueves,1.0,1406
261,Unknow,Factura (Promo),Local,"2023-07-20","13","13","3",Jueves,2.0,1406
261,Unknow,Factura (Promo),Local,"2023-07-20","17","17","3",Jueves,1.0,420
162,Masas Secas,Masas Secas,Local,"2023-07-20","17","17","3",Jueves,1.0,420
164,Cuadrados,Cuadrados de Manzana,Local,"2023-07-20","18","18","3",Jueves,1.0,2603
228,Unknow,Pan de campo,Local,"2023-07-20","18","18","3",Jueves,1.0,2603
264,Postres,Postre Individual,Local,"2023-07-20","18","18","3",Jueves,1.0,2603
194,Tortas,Torta,Local,"2023-07-20","18","18","3",Jueves,1.0,10570
155,Budines,Budin de Coco,Local,"2023-07-20","18","18","3",Jueves,1.0,10570
251,Unknow,Pizzetas x1,Local,"2023-07-20","18","18","3",Jueves,6.0,10570
184,Pastas,Fetuchinis de Espinacas 400gr,Local,"2023-07-20","18","18","3",Jueves,1.0,10570
261,Unknow,Factura (Promo),Local,"2023-07-20","18","18","3",Jueves,6.0,1140
228,Unknow,Pan de campo,Local,"2023-07-20","18","18","3",Jueves,1.0,2290
261,Unknow,Factura (Promo),Local,"2023-07-20","18","18","3",Jueves,6.0,2290
145,Roll Canela,Rol de Canela y Pasas,Local,"2023-07-20","19","19","3",Jueves,5.0,2850
249,Unknow,Budin Frutos Secos,Local,"2023-07-20","19","19","3",Jueves,1.0,1064
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-20","19","19","3",Jueves,1.0,3211
112,Pan Sandwich,Pan de Pancho x 2,Local,"2023-07-20","19","19","3",Jueves,1.0,3211
229,Pastas,Disco de emp. arabes x12u,Local,"2023-07-20","19","19","3",Jueves,1.0,3211
168,Cuadrados,Cuadrados Mil Hojas,Local,"2023-07-20","19","19","3",Jueves,1.0,3211
194,Tortas,Torta,Local,"2023-07-20","19","19","3",Jueves,1.0,11305
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-20","19","19","3",Jueves,2.0,11305
261,Unknow,Factura (Promo),Local,"2023-07-20","19","19","3",Jueves,12.0,11305
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-20","19","19","3",Jueves,1.0,1050
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-20","20","20","3",Jueves,1.0,1995
261,Unknow,Factura (Promo),Local,"2023-07-20","20","20","3",Jueves,3.0,1995
229,Pastas,Disco de emp. arabes x12u,Local,"2023-07-20","20","20","3",Jueves,1.0,1995
251,Unknow,Pizzetas x1,Local,"2023-07-20","20","20","3",Jueves,1.0,418
157,Alfajores,Alfajor de Maicena,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
106,Facturas,Facturas-Medialunas,Gabriela ,"2023-07-20","21","21","3",Jueves,20.0,51760
160,Alfajores,Alfajor Dulce Leche Cordobes,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
158,Alfajores,Alfajor Chocolate Negro,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
159,Alfajores,Alfajor Coco,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
277,Unknow,Pizzeta de muzza,Gabriela ,"2023-07-20","21","21","3",Jueves,10.0,51760
278,Unknow,Pizzeta de muzza y jamón,Gabriela ,"2023-07-20","21","21","3",Jueves,10.0,51760
117,Criollos,Criollos/Cremonas 250gr,Gabriela ,"2023-07-20","21","21","3",Jueves,8.0,51760
238,Pan Sandwich,Sand de pebete,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
232,Unknow,Sand de miga de JyQ ind,Gabriela ,"2023-07-20","21","21","3",Jueves,6.0,51760
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","09","09","3",Viernes,2.0,480
193,Unknow,Productos libre de gluten,Local,"2023-07-21","10","10","3",Viernes,1.0,1881
127,Cookies,Cookies de Coco 200gr,Local,"2023-07-21","10","10","3",Viernes,1.0,1881
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","10","10","3",Viernes,1.0,1881
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-21","11","11","3",Viernes,1.0,3012
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-07-21","11","11","3",Viernes,1.0,3012
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","11","11","3",Viernes,4.0,3012
193,Unknow,Productos libre de gluten,Local,"2023-07-21","11","11","3",Viernes,1.0,3012
151,Budines,Budin de Manzana,Local,"2023-07-21","11","11","3",Viernes,1.0,2014
154,Budines,Budin de Zanahoria,Local,"2023-07-21","11","11","3",Viernes,1.0,2014
274,Unknow,Sorrentinos de verdura,Local,"2023-07-21","12","12","3",Viernes,1.0,3373
108,Pan Molde,Pan Molde Integral,Local,"2023-07-21","12","12","3",Viernes,1.0,3373
229,Pastas,Disco de emp. arabes x12u,Local,"2023-07-21","12","12","3",Viernes,1.0,4893
148,Budines,Budin de Naranja,Local,"2023-07-21","12","12","3",Viernes,1.0,4893
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","12","12","3",Viernes,5.0,4893
114,Pizzetas,Pizzetas x2,Local,"2023-07-21","12","12","3",Viernes,2.0,4893
193,Unknow,Productos libre de gluten,Local,"2023-07-21","12","12","3",Viernes,1.0,4893
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","12","12","3",Viernes,4.0,6204
259,Postres,Merengue,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
104,Cookies,Cookies 200gr,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
277,Unknow,Pizzeta de muzza,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
146,Budines,Budines Marmolados,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
193,Unknow,Productos libre de gluten,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
228,Unknow,Pan de campo,Local,"2023-07-21","12","12","3",Viernes,1.0,6204
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","12","12","3",Viernes,6.0,7819
278,Unknow,Pizzeta de muzza y jamón,Local,"2023-07-21","12","12","3",Viernes,0.0,7819
277,Unknow,Pizzeta de muzza,Local,"2023-07-21","12","12","3",Viernes,1.0,7819
228,Unknow,Pan de campo,Local,"2023-07-21","12","12","3",Viernes,2.0,7819
157,Alfajores,Alfajor de Maicena,Local,"2023-07-21","12","12","3",Viernes,1.0,7819
201,Pan Sandwich,Pan de lomo x2,Local,"2023-07-21","12","12","3",Viernes,2.0,7819
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-07-21","12","12","3",Viernes,2.0,7819
146,Budines,Budines Marmolados,Local,"2023-07-21","12","12","3",Viernes,1.0,7819
155,Budines,Budin de Coco,Gabriela ,"2023-07-21","12","12","3",Viernes,1.0,2400
148,Budines,Budin de Naranja,Gabriela ,"2023-07-21","12","12","3",Viernes,1.0,2400
147,Budines,Budines de Limon,Gabriela ,"2023-07-21","12","12","3",Viernes,1.0,2400
114,Pizzetas,Pizzetas x2,Local,"2023-07-21","18","18","3",Viernes,2.0,1805
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","18","18","3",Viernes,1.0,1805
101,Criollos,Criollos,Local,"2023-07-21","18","18","3",Viernes,1.0,3071
145,Roll Canela,Rol de Canela y Pasas,Local,"2023-07-21","18","18","3",Viernes,2.0,3071
261,Unknow,Factura (Promo),Local,"2023-07-21","18","18","3",Viernes,4.0,3071
168,Cuadrados,Cuadrados Mil Hojas,Local,"2023-07-21","18","18","3",Viernes,1.0,3071
117,Criollos,Criollos/Cremonas 250gr,Local,"2023-07-21","18","18","3",Viernes,1.0,1539
281,Panaderia,Frances,Local,"2023-07-21","18","18","3",Viernes,1.0,1539
261,Unknow,Factura (Promo),Local,"2023-07-21","18","18","3",Viernes,3.0,570
261,Unknow,Factura (Promo),Local,"2023-07-21","18","18","3",Viernes,4.0,2632
117,Criollos,Criollos/Cremonas 250gr,Local,"2023-07-21","18","18","3",Viernes,1.0,2632
146,Budines,Budines Marmolados,Local,"2023-07-21","18","18","3",Viernes,1.0,2632
281,Panaderia,Frances,Local,"2023-07-21","18","18","3",Viernes,1.0,5852
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","18","18","3",Viernes,1.0,5852
261,Unknow,Factura (Promo),Local,"2023-07-21","18","18","3",Viernes,3.0,5852
261,Unknow,Factura (Promo),Local,"2023-07-21","18","18","3",Viernes,3.0,5852
189,Pastas,Sorrentinos Jamon/Muzza,Local,"2023-07-21","18","18","3",Viernes,1.0,5852
114,Pizzetas,Pizzetas x2,Local,"2023-07-21","18","18","3",Viernes,2.0,5852
204,Chipa,Chipa 250gr,Local,"2023-07-21","19","19","3",Viernes,2.0,4754
106,Facturas,Facturas-Medialunas,Local,"2023-07-21","19","19","3",Viernes,12.0,4754
123,Cookies,Cookies Marmolado 200gr,Local,"2023-07-21","19","19","3",Viernes,2.0,6612
175,Pastas,Spaguettis de Huevo 200gr,Local,"2023-07-21","19","19","3",Viernes,1.0,6612
148,Budines,Budin de Naranja,Local,"2023-07-21","19","19","3",Viernes,1.0,6612
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","19","19","3",Viernes,2.0,6612
193,Unknow,Productos libre de gluten,Local,"2023-07-21","19","19","3",Viernes,1.0,6612
147,Budines,Budines de Limon,Local,"2023-07-21","19","19","3",Viernes,1.0,6612
116,Criollos,Criollos 100gr,Local,"2023-07-21","19","19","3",Viernes,1.0,371
264,Postres,Postre Individual,Local,"2023-07-21","19","19","3",Viernes,1.0,884
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","19","19","3",Viernes,1.0,998
251,Unknow,Pizzetas x1,Local,"2023-07-21","20","20","3",Viernes,3.0,4864
162,Masas Secas,Masas Secas,Local,"2023-07-21","20","20","3",Viernes,1.0,4864
162,Masas Secas,Masas Secas,Local,"2023-07-21","20","20","3",Viernes,1.0,4864
229,Pastas,Disco de emp. arabes x12u,Local,"2023-07-21","20","20","3",Viernes,1.0,4864
228,Unknow,Pan de campo,Local,"2023-07-21","20","20","3",Viernes,1.0,4864
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-21","20","20","3",Viernes,1.0,998
127,Cookies,Cookies de Coco 200gr,Local,"2023-07-21","20","20","3",Viernes,1.0,3392
164,Cuadrados,Cuadrados de Manzana,Local,"2023-07-21","20","20","3",Viernes,1.0,3392
228,Unknow,Pan de campo,Local,"2023-07-21","20","20","3",Viernes,1.0,3392
117,Criollos,Criollos/Cremonas 250gr,Local,"2023-07-21","20","20","3",Viernes,1.0,3392
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-07-22","09","09","3",Sabado,1.0,4964
114,Pizzetas,Pizzetas x2,Local,"2023-07-22","09","09","3",Sabado,2.0,4964
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-07-22","09","09","3",Sabado,1.0,4964
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-07-22","09","09","3",Sabado,1.0,4964
281,Panaderia,Frances,Local,"2023-07-22","09","09","3",Sabado,1.0,4964
106,Facturas,Facturas-Medialunas,Local,"2023-07-22","09","09","3",Sabado,6.0,4964
107,Pan Molde,Pan Molde Blanco,Local,"2023-07-22","09","09","3",Sabado,1.0,998
106,Facturas,Facturas-Medialunas,Local,"2023-07-22","10","10","3",Sabado,3.0,684
125,Cookies,Cookies de Limon 200gr,Local,"2023-07-22","10","10","3",Sabado,1.0,1501
123,Cookies,Cookies Marmolado 200gr,Local,"2023-07-22","10","10","3",Sabado,1.0,1501
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-07-22","10","10","3",Sabado,1.0,3480
155,Budines,Budin de Coco,Local,"2023-07-22","10","10","3",Sabado,1.0,3480
164,Cuadrados,Cuadrados de Manzana,Local,"2023-07-22","10","10","3",Sabado,1.0,3480
281,Panaderia,Frances,Local,"2023-07-22","10","10","3",Sabado,1.0,3480
259,Postres,Merengue,Local,"2023-07-22","11","11","3",Sabado,1.0,880
106,Facturas,Facturas-Medialunas,Local,"2023-07-22","11","11","3",Sabado,1.0,880
101,Criollos,Criollos,Local,"2023-07-22","11","11","3",Sabado,1.0,880
193,Unknow,Productos libre de gluten,Local,"2023-07-22","11","11","3",Sabado,1.0,1482
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-07-22","11","11","3",Sabado,1.0,1482
194,Tortas,Torta,Local,"2023-07-22","11","11","3",Sabado,1.0,1500
193,Unknow,Productos libre de gluten,Local,"2023-07-22","11","11","3",Sabado,1.0,1520
127,Cookies,Cookies de Coco 200gr,Local,"2023-07-22","11","11","3",Sabado,1.0,1520
226,Pastas,Ñoquis x 400hrs,Local,"2023-07-22","11","11","3",Sabado,3.0,5567
106,Facturas,Facturas-Medialunas,Local,"2023-07-22","11","11","3",Sabado,2.0,5567
139,Cookies,Palmeritas 200gr,Local,"2023-07-22","11","11","3",Sabado,1.0,5567
281,Panaderia,Frances,Local,"2023-07-22","11","11","3",Sabado,1.0,5235
106,Facturas,Facturas-Medialunas,Local,"2023-07-22","11","11","3",Sabado,4.0,5235
