"product_id","category","product","client","operation_date","operation_day","operation_hour","week_of_month","day_of_week","sale_count","subtotal"
166,Cuadrados,Tarta individual Cabsha,Local,"2023-08-04","19","19","1",Viernes,2.0,2964
211,Cuadrados,Tarta individual de frutillas,Local,"2023-08-04","19","19","1",Viernes,1.0,2964
175,Pastas,Spaguettis de Huevo 200gr,Local,"2023-08-04","19","19","1",Viernes,1.0,4446
261,Unknow,Factura (Promo),Local,"2023-08-04","19","19","1",Viernes,2.0,4446
129,Cookies,Cookies de Chocolate 200gr,Local,"2023-08-04","19","19","1",Viernes,1.0,4446
123,Cookies,Cookies Marmolado 200gr,Local,"2023-08-04","19","19","1",Viernes,2.0,4446
146,Budines,Budines Marmolados,Local,"2023-08-04","19","19","1",Viernes,1.0,4446
282,Criollos,Criollos x 200 (promo),Local,"2023-08-04","19","19","1",Viernes,1.0,4912
151,Budines,Budin de Manzana,Local,"2023-08-04","19","19","1",Viernes,1.0,4912
229,Pastas,Disco de emp. arabes x12u,Local,"2023-08-04","19","19","1",Viernes,1.0,4912
228,Unknow,Pan de campo,Local,"2023-08-04","19","19","1",Viernes,1.0,4912
281,Panaderia,Frances,Local,"2023-08-04","19","19","1",Viernes,1.0,4912
145,Roll Canela,Rol de Canela y Pasas,Local,"2023-08-04","19","19","1",Viernes,2.0,4912
106,Facturas,Facturas-Medialunas,Local,"2023-08-04","20","20","1",Viernes,2.0,817
261,Unknow,Factura (Promo),Local,"2023-08-04","20","20","1",Viernes,2.0,817
300,Facturas,Mafalda,Local,"2023-08-04","20","20","1",Viernes,2.0,646
251,Unknow,Pizzetas x1,Local,"2023-08-04","20","20","1",Viernes,1.0,1910
111,Pan Sandwich,Pan Hamburguesa x 2,Local,"2023-08-04","20","20","1",Viernes,1.0,1910
201,Pan Sandwich,Pan de lomo x2,Local,"2023-08-04","20","20","1",Viernes,2.0,1910
228,Unknow,Pan de campo,Local,"2023-08-04","20","20","1",Viernes,1.0,2024
281,Panaderia,Frances,Local,"2023-08-04","20","20","1",Viernes,1.0,2024
281,Panaderia,Frances,Local,"2023-08-04","20","20","1",Viernes,1.0,2000
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","08","08","1",Sabado,1.0,1682
155,Budines,Budin de Coco,Local,"2023-08-05","08","08","1",Sabado,1.0,1682
238,Pan Sandwich,Sand de pebete,Local,"2023-08-05","08","08","1",Sabado,1.0,1682
261,Unknow,Factura (Promo),Local,"2023-08-05","08","08","1",Sabado,4.0,1224
281,Panaderia,Frances,Local,"2023-08-05","08","08","1",Sabado,1.0,1224
297,Pan Sandwich,Sandwich de  J y Q Pan Frances,Local,"2023-08-05","09","09","1",Sabado,1.0,4019
273,Unknow,Cerveza La Caverna del Brujo,Local,"2023-08-05","09","09","1",Sabado,1.0,4019
154,Budines,Budin de Zanahoria,Local,"2023-08-05","09","09","1",Sabado,1.0,4019
261,Unknow,Factura (Promo),Local,"2023-08-05","09","09","1",Sabado,3.0,4019
103,Budines,Budines Especiales,Local,"2023-08-05","09","09","1",Sabado,1.0,4019
282,Criollos,Criollos x 200 (promo),Local,"2023-08-05","09","09","1",Sabado,1.0,4019
281,Panaderia,Frances,Dulce Miga,"2023-08-05","09","09","1",Sabado,1.0,18672
106,Facturas,Facturas-Medialunas,Dulce Miga,"2023-08-05","09","09","1",Sabado,47.0,18672
106,Facturas,Facturas-Medialunas,Dulce Miga,"2023-08-05","09","09","1",Sabado,24.0,18672
260,Unknow,Delivery,Dulce Miga,"2023-08-05","09","09","1",Sabado,1.0,18672
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-08-05","10","10","1",Sabado,1.0,3705
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","10","10","1",Sabado,6.0,3705
281,Panaderia,Frances,Local,"2023-08-05","10","10","1",Sabado,1.0,3705
266,Unknow,Jugos 330cc,Local,"2023-08-05","10","10","1",Sabado,1.0,741
103,Budines,Budines Especiales,Local,"2023-08-05","10","10","1",Sabado,1.0,998
154,Budines,Budin de Zanahoria,Local,"2023-08-05","10","10","1",Sabado,1.0,1007
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","10","10","1",Sabado,1.0,998
272,Unknow,Postre Individual Budin de Pan,Local,"2023-08-05","10","10","1",Sabado,1.0,2318
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-08-05","10","10","1",Sabado,1.0,2318
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","10","10","1",Sabado,1.0,2318
147,Budines,Budines de Limon,Local,"2023-08-05","10","10","1",Sabado,1.0,3705
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","11","11","1",Sabado,1.0,2736
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","11","11","1",Sabado,1.0,2736
203,Postres,Tarta Individual Lemon ,Local,"2023-08-05","11","11","1",Sabado,1.0,2736
226,Pastas,Ñoquis x 400hrs,Local,"2023-08-05","11","11","1",Sabado,1.0,2736
189,Pastas,Sorrentinos Jamon/Muzza,Local,"2023-08-05","11","11","1",Sabado,1.0,6612
261,Unknow,Factura (Promo),Local,"2023-08-05","11","11","1",Sabado,10.0,6612
281,Panaderia,Frances,Local,"2023-08-05","11","11","1",Sabado,1.0,6612
282,Criollos,Criollos x 200 (promo),Local,"2023-08-05","11","11","1",Sabado,1.0,6612
101,Criollos,Criollos,Local,"2023-08-05","11","11","1",Sabado,1.0,6612
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","11","11","1",Sabado,4.0,2892
119,Chipa,Chipa,Local,"2023-08-05","11","11","1",Sabado,1.0,2892
281,Panaderia,Frances,Local,"2023-08-05","11","11","1",Sabado,1.0,2892
292,chocolates,Barra Chocofrases ,Local,"2023-08-05","11","11","1",Sabado,1.0,808
228,Unknow,Pan de campo,Local,"2023-08-05","11","11","1",Sabado,1.0,1036
104,Cookies,Cookies 200gr,Local,"2023-08-05","11","11","1",Sabado,1.0,6232
137,Cookies,Scones 200gr,Local,"2023-08-05","11","11","1",Sabado,1.0,6232
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","11","11","1",Sabado,12.0,6232
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","11","11","1",Sabado,2.0,6232
292,chocolates,Barra Chocofrases ,Local,"2023-08-05","11","11","1",Sabado,1.0,808
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","11","11","1",Sabado,1.0,1340
261,Unknow,Factura (Promo),Local,"2023-08-05","11","11","1",Sabado,4.0,1340
125,Cookies,Cookies de Limon 200gr,Local,"2023-08-05","12","12","1",Sabado,1.0,4123
226,Pastas,Ñoquis x 400hrs,Local,"2023-08-05","12","12","1",Sabado,1.0,4123
150,Budines,Budin con chips,Local,"2023-08-05","12","12","1",Sabado,1.0,4123
101,Criollos,Criollos,Local,"2023-08-05","12","12","1",Sabado,1.0,800
117,Criollos,Criollos/Cremonas 250gr,Local,"2023-08-05","12","12","1",Sabado,1.0,3273
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","12","12","1",Sabado,1.0,3273
176,Pastas,Spaguettis de Huevo 400gr,Local,"2023-08-05","12","12","1",Sabado,1.0,3273
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","12","12","1",Sabado,1.0,4076
137,Cookies,Scones 200gr,Local,"2023-08-05","12","12","1",Sabado,1.0,4076
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","12","12","1",Sabado,1.0,4076
114,Pizzetas,Pizzetas x2,Local,"2023-08-05","12","12","1",Sabado,2.0,4076
148,Budines,Budin de Naranja,Local,"2023-08-05","12","12","1",Sabado,1.0,4076
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-08-05","12","12","1",Sabado,1.0,4076
261,Unknow,Factura (Promo),Local,"2023-08-05","12","12","1",Sabado,4.0,1539
162,Masas Secas,Masas Secas,Local,"2023-08-05","12","12","1",Sabado,1.0,1539
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-08-05","12","12","1",Sabado,1.0,1539
101,Criollos,Criollos,Local,"2023-08-05","12","12","1",Sabado,1.0,1055
238,Pan Sandwich,Sand de pebete,Local,"2023-08-05","12","12","1",Sabado,1.0,1055
272,Unknow,Postre Individual Budin de Pan,Local,"2023-08-05","12","12","1",Sabado,2.0,1520
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-08-05","12","12","1",Sabado,1.0,1520
218,Unknow,Postre Chesscake de Frutos Rojos,Local,"2023-08-05","12","12","1",Sabado,1.0,888
281,Panaderia,Frances,Local,"2023-08-05","12","12","1",Sabado,1.0,5495
228,Unknow,Pan de campo,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
168,Cuadrados,Cuadrados Mil Hojas,Local,"2023-08-05","12","12","1",Sabado,2.0,14673
156,Alfajores,Alfajorcitos Maicena 200gr,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
172,Postres,Postre Chocotorta,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
114,Pizzetas,Pizzetas x2,Local,"2023-08-05","12","12","1",Sabado,2.0,14673
226,Pastas,Ñoquis x 400hrs,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
189,Pastas,Sorrentinos Jamon/Muzza,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
232,Unknow,Sand de miga de JyQ ind,Local,"2023-08-05","12","12","1",Sabado,4.0,14673
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
261,Unknow,Factura (Promo),Local,"2023-08-05","12","12","1",Sabado,12.0,14673
228,Unknow,Pan de campo,Local,"2023-08-05","12","12","1",Sabado,1.0,14673
167,Cuadrados,Cuadrador Brownie,Local,"2023-08-05","12","12","1",Sabado,2.0,7686
164,Cuadrados,Cuadrados de Manzana,Local,"2023-08-05","12","12","1",Sabado,2.0,7686
121,Panaderia,Talitas/Chalitas con Semillas,Local,"2023-08-05","12","12","1",Sabado,1.0,7686
120,Panaderia,Talitas/Chalitas sin Semillas,Local,"2023-08-05","12","12","1",Sabado,1.0,7686
228,Unknow,Pan de campo,Local,"2023-08-05","12","12","1",Sabado,1.0,7686
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","12","12","1",Sabado,4.0,7686
162,Masas Secas,Masas Secas,Local,"2023-08-05","12","12","1",Sabado,1.0,7686
119,Chipa,Chipa,Local,"2023-08-05","12","12","1",Sabado,1.0,7686
190,Pastas,Sorrentinos calabaza/remolacha masa espinaca,Local,"2023-08-05","12","12","1",Sabado,1.0,3810
157,Alfajores,Alfajor de Maicena,Local,"2023-08-05","12","12","1",Sabado,1.0,3810
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","12","12","1",Sabado,1.0,3810
172,Postres,Postre Chocotorta,Local,"2023-08-05","12","12","1",Sabado,1.0,5495
167,Cuadrados,Cuadrador Brownie,Local,"2023-08-05","12","12","1",Sabado,1.0,5495
228,Unknow,Pan de campo,Local,"2023-08-05","12","12","1",Sabado,1.0,5495
272,Unknow,Postre Individual Budin de Pan,Local,"2023-08-05","12","12","1",Sabado,2.0,5495
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","12","12","1",Sabado,1.0,5495
261,Unknow,Factura (Promo),Local,"2023-08-05","12","12","1",Sabado,2.0,1359
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","12","12","1",Sabado,1.0,1359
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","12","12","1",Sabado,2.0,2100
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-05","12","12","1",Sabado,1.0,4123
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-08-05","13","13","1",Sabado,1.0,2195
151,Budines,Budin de Manzana,Local,"2023-08-05","13","13","1",Sabado,1.0,2195
281,Panaderia,Frances,Local,"2023-08-05","13","13","1",Sabado,1.0,2195
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","16","16","1",Sabado,1.0,2518
127,Cookies,Cookies de Coco 200gr,Local,"2023-08-05","16","16","1",Sabado,1.0,2518
167,Cuadrados,Cuadrador Brownie,Local,"2023-08-05","16","16","1",Sabado,1.0,2518
119,Chipa,Chipa,Local,"2023-08-05","16","16","1",Sabado,1.0,2518
277,Unknow,Pizzeta de muzza,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
142,Cookies,Coquitos 50gr,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
183,Pastas,Fetuchinis de Espinacas 200gr,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
279,Unknow,Sorrentinos de calabaza y muzza,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
175,Pastas,Spaguettis de Huevo 200gr,Local,"2023-08-05","17","17","1",Sabado,1.0,6337
119,Chipa,Chipa,Local,"2023-08-05","17","17","1",Sabado,1.0,2670
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-08-05","17","17","1",Sabado,1.0,2670
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","17","17","1",Sabado,1.0,2670
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-08-05","17","17","1",Sabado,1.0,2670
189,Pastas,Sorrentinos Jamon/Muzza,Local,"2023-08-05","17","17","1",Sabado,1.0,2400
214,Unknow,Tartas clasicas,Local,"2023-08-05","18","18","1",Sabado,1.0,5140
148,Budines,Budin de Naranja,Local,"2023-08-05","18","18","1",Sabado,1.0,1000
162,Masas Secas,Masas Secas,Local,"2023-08-05","18","18","1",Sabado,1.0,3031
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","18","18","1",Sabado,2.0,3031
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","18","18","1",Sabado,1.0,3031
238,Pan Sandwich,Sand de pebete,Local,"2023-08-05","18","18","1",Sabado,4.0,1957
121,Panaderia,Talitas/Chalitas con Semillas,Local,"2023-08-05","18","18","1",Sabado,1.0,1957
228,Unknow,Pan de campo,Local,"2023-08-05","18","18","1",Sabado,1.0,2356
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,1.0,2356
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","18","18","1",Sabado,1.0,2356
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,2.0,1368
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,1.0,1368
111,Pan Sandwich,Pan Hamburguesa x 2,Local,"2023-08-05","18","18","1",Sabado,1.0,1368
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,2.0,456
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,2.0,1074
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","18","18","1",Sabado,1.0,1074
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,1.0,703
272,Unknow,Postre Individual Budin de Pan,Local,"2023-08-05","18","18","1",Sabado,1.0,703
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","18","18","1",Sabado,2.0,456
272,Unknow,Postre Individual Budin de Pan,Local,"2023-08-05","18","18","1",Sabado,1.0,2052
146,Budines,Budines Marmolados,Local,"2023-08-05","18","18","1",Sabado,1.0,2052
281,Panaderia,Frances,Local,"2023-08-05","18","18","1",Sabado,1.0,2052
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","18","18","1",Sabado,3.0,3064
261,Unknow,Factura (Promo),Local,"2023-08-05","18","18","1",Sabado,2.0,3064
127,Cookies,Cookies de Coco 200gr,Local,"2023-08-05","19","19","1",Sabado,1.0,1416
162,Masas Secas,Masas Secas,Local,"2023-08-05","19","19","1",Sabado,1.0,1416
261,Unknow,Factura (Promo),Local,"2023-08-05","19","19","1",Sabado,2.0,3064
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","19","19","1",Sabado,3.0,3064
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","19","19","1",Sabado,3.0,3981
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","19","19","1",Sabado,1.0,3981
228,Unknow,Pan de campo,Local,"2023-08-05","19","19","1",Sabado,1.0,3981
148,Budines,Budin de Naranja,Local,"2023-08-05","19","19","1",Sabado,1.0,1000
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","19","19","1",Sabado,1.0,1150
148,Budines,Budin de Naranja,Local,"2023-08-05","19","19","1",Sabado,1.0,1000
131,Pepas,Pepas de Membrillo 200gr,Local,"2023-08-05","19","19","1",Sabado,1.0,2670
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","19","19","1",Sabado,1.0,2670
119,Chipa,Chipa,Local,"2023-08-05","19","19","1",Sabado,1.0,2670
161,Cuadrados,Pasta Frola Membrillo,Local,"2023-08-05","19","19","1",Sabado,1.0,2670
281,Panaderia,Frances,Local,"2023-08-05","19","19","1",Sabado,1.0,7002
201,Pan Sandwich,Pan de lomo x2,Local,"2023-08-05","19","19","1",Sabado,2.0,7002
112,Pan Sandwich,Pan de Pancho x 2,Local,"2023-08-05","19","19","1",Sabado,2.0,7002
177,Pastas,Spaguettis de Espinacas 200gr,Local,"2023-08-05","19","19","1",Sabado,1.0,7002
176,Pastas,Spaguettis de Huevo 400gr,Local,"2023-08-05","19","19","1",Sabado,1.0,7002
182,Pastas,Fetuchinis de Huevo 400gr,Local,"2023-08-05","19","19","1",Sabado,1.0,7002
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","19","19","1",Sabado,2.0,7002
211,Cuadrados,Tarta individual de frutillas,Local,"2023-08-05","19","19","1",Sabado,2.0,1296
211,Cuadrados,Tarta individual de frutillas,Local,"2023-08-05","19","19","1",Sabado,2.0,1296
211,Cuadrados,Tarta individual de frutillas,Local,"2023-08-05","19","19","1",Sabado,2.0,1296
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,1.0,1368
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","20","20","1",Sabado,3.0,8849
201,Pan Sandwich,Pan de lomo x2,Local,"2023-08-05","20","20","1",Sabado,2.0,8849
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
282,Criollos,Criollos x 200 (promo),Local,"2023-08-05","20","20","1",Sabado,1.0,8849
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,4.0,8849
168,Cuadrados,Cuadrados Mil Hojas,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
139,Cookies,Palmeritas 200gr,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
181,Pastas,Fetuchinis de Huevo 200gr,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
271,Unknow,Budin de pan individual,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
172,Postres,Postre Chocotorta,Local,"2023-08-05","20","20","1",Sabado,1.0,8849
228,Unknow,Pan de campo,Local,"2023-08-05","20","20","1",Sabado,1.0,1090
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,2.0,456
175,Pastas,Spaguettis de Huevo 200gr,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
279,Unknow,Sorrentinos de calabaza y muzza,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
183,Pastas,Fetuchinis de Espinacas 200gr,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
142,Cookies,Coquitos 50gr,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
277,Unknow,Pizzeta de muzza,Local,"2023-08-05","20","20","1",Sabado,1.0,6337
261,Unknow,Factura (Promo),Local,"2023-08-05","20","20","1",Sabado,3.0,570
119,Chipa,Chipa,Local,"2023-08-05","20","20","1",Sabado,1.0,2518
167,Cuadrados,Cuadrador Brownie,Local,"2023-08-05","20","20","1",Sabado,1.0,2518
127,Cookies,Cookies de Coco 200gr,Local,"2023-08-05","20","20","1",Sabado,1.0,2518
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,1.0,2518
111,Pan Sandwich,Pan Hamburguesa x 2,Local,"2023-08-05","20","20","1",Sabado,1.0,1368
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,2.0,1368
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-05","20","20","1",Sabado,1.0,3031
110,Pan Sandwich,Pan Chip x 250gr,Local,"2023-08-05","20","20","1",Sabado,2.0,3031
162,Masas Secas,Masas Secas,Local,"2023-08-05","20","20","1",Sabado,1.0,3031
228,Unknow,Pan de campo,Local,"2023-08-05","20","20","1",Sabado,1.0,2356
106,Facturas,Facturas-Medialunas,Local,"2023-08-05","20","20","1",Sabado,1.0,2356
108,Pan Molde,Pan Molde Integral,Local,"2023-08-05","20","20","1",Sabado,1.0,2356
214,Unknow,Tartas clasicas,Local,"2023-08-05","21","21","1",Sabado,1.0,4880
176,Pastas,Spaguettis de Huevo 400gr,Local,"2023-08-07","08","08","1",Lunes,1.0,9937
107,Pan Molde,Pan Molde Blanco,Local,"2023-08-07","08","08","1",Lunes,3.0,9937
229,Pastas,Disco de emp. arabes x12u,Local,"2023-08-07","08","08","1",Lunes,1.0,9937
226,Pastas,Ñoquis x 400hrs,Local,"2023-08-07","08","08","1",Lunes,2.0,9937
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","08","08","1",Lunes,2.0,456
182,Pastas,Fetuchinis de Huevo 400gr,Local,"2023-08-07","08","08","1",Lunes,1.0,9937
137,Cookies,Scones 200gr,Local,"2023-08-07","08","08","1",Lunes,2.0,1580
148,Budines,Budin de Naranja,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
147,Budines,Budines de Limon,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
131,Pepas,Pepas de Membrillo 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
280,Cookies,Cookies de Naranja 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
123,Cookies,Cookies Marmolado 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,3.0,54616
156,Alfajores,Alfajorcitos Maicena 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
139,Cookies,Palmeritas 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
185,Pastas,Fetuchinis de Morron 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,3.0,54616
183,Pastas,Fetuchinis de Espinacas 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,3.0,54616
108,Pan Molde,Pan Molde Integral,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
107,Pan Molde,Pan Molde Blanco,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
106,Facturas,Facturas-Medialunas,Dulce Miga,"2023-08-07","09","09","1",Lunes,7.0,54616
141,Cookies,Coquitos 200gr,Dulce Miga,"2023-08-07","09","09","1",Lunes,6.0,54616
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-07","09","09","1",Lunes,1.0,342
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-07","09","09","1",Lunes,1.0,342
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","09","09","1",Lunes,2.0,456
260,Unknow,Delivery,Dulce Miga,"2023-08-07","09","09","1",Lunes,1.0,54616
151,Budines,Budin de Manzana,Dulce Miga,"2023-08-07","09","09","1",Lunes,1.0,54616
150,Budines,Budin con chips,Dulce Miga,"2023-08-07","09","09","1",Lunes,3.0,54616
155,Budines,Budin de Coco,Dulce Miga,"2023-08-07","09","09","1",Lunes,3.0,54616
260,Unknow,Delivery,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,1.0,9064
114,Pizzetas,Pizzetas x2,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,2.0,9064
139,Cookies,Palmeritas 200gr,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,1.0,9064
117,Criollos,Criollos/Cremonas 250gr,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,5.0,9064
106,Facturas,Facturas-Medialunas,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,5.0,9064
106,Facturas,Facturas-Medialunas,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,5.0,9064
107,Pan Molde,Pan Molde Blanco,MARINA FESTA ,"2023-08-07","10","10","1",Lunes,1.0,9064
228,Unknow,Pan de campo,Local,"2023-08-07","10","10","1",Lunes,1.0,5310
122,Panaderia,Galletitas de Queso 100gr,Local,"2023-08-07","10","10","1",Lunes,1.0,5310
278,Unknow,Pizzeta de muzza y jamón,Local,"2023-08-07","10","10","1",Lunes,2.0,5310
119,Chipa,Chipa,Local,"2023-08-07","10","10","1",Lunes,1.0,5310
228,Unknow,Pan de campo,Local,"2023-08-07","10","10","1",Lunes,1.0,1036
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","11","11","1",Lunes,2.0,1321
106,Facturas,Facturas-Medialunas,Gisella Lopez,"2023-08-07","11","11","1",Lunes,30.0,46608
260,Unknow,Delivery,Gisella Lopez,"2023-08-07","11","11","1",Lunes,1.0,46608
114,Pizzetas,Pizzetas x2,Gisella Lopez,"2023-08-07","11","11","1",Lunes,4.0,46608
114,Pizzetas,Pizzetas x2,Gisella Lopez,"2023-08-07","11","11","1",Lunes,12.0,46608
117,Criollos,Criollos/Cremonas 250gr,Gisella Lopez,"2023-08-07","11","11","1",Lunes,8.0,46608
201,Pan Sandwich,Pan de lomo x2,Gisella Lopez,"2023-08-07","11","11","1",Lunes,4.0,46608
110,Pan Sandwich,Pan Chip x 250gr,Gisella Lopez,"2023-08-07","11","11","1",Lunes,3.0,46608
108,Pan Molde,Pan Molde Integral,Gisella Lopez,"2023-08-07","11","11","1",Lunes,3.0,46608
107,Pan Molde,Pan Molde Blanco,Gisella Lopez,"2023-08-07","11","11","1",Lunes,4.0,46608
147,Budines,Budines de Limon,Gisella Lopez,"2023-08-07","11","11","1",Lunes,4.0,46608
151,Budines,Budin de Manzana,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
155,Budines,Budin de Coco,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
150,Budines,Budin con chips,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
274,Unknow,Sorrentinos de verdura,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
276,Unknow,Ravioles de jamón y muzza,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
189,Pastas,Sorrentinos Jamon/Muzza,Gisella Lopez,"2023-08-07","11","11","1",Lunes,2.0,46608
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","11","11","1",Lunes,3.0,4370
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","11","11","1",Lunes,12.0,4370
101,Criollos,Criollos,Local,"2023-08-07","11","11","1",Lunes,1.0,4370
101,Criollos,Criollos,Local,"2023-08-07","11","11","1",Lunes,1.0,1321
176,Pastas,Spaguettis de Huevo 400gr,Local,"2023-08-07","11","11","1",Lunes,1.0,4376
187,Pastas,Ravioles Ricota,Local,"2023-08-07","11","11","1",Lunes,2.0,4376
106,Facturas,Facturas-Medialunas,Local,"2023-08-07","11","11","1",Lunes,4.0,960
260,Unknow,Delivery,Romina,"2023-08-07","11","11","1",Lunes,1.0,31264
232,Unknow,Sand de miga de JyQ ind,Romina,"2023-08-07","11","11","1",Lunes,6.0,31264
